X.ID_REF	IDENTIFIER	GSM1356340	GSM1356341	GSM1356342	GSM1356328	GSM1356329	GSM1356330	GSM1356331	GSM1356332	GSM1356333	GSM1356334	GSM1356335	GSM1356336	GSM1356337	GSM1356338	GSM1356339	GSM1356325	GSM1356326	GSM1356327
1759802_at	1759802_at	2.84304	2.86987	2.6105	2.60919	2.82239	2.60175	3.13487	2.88642	2.76301	2.86601	2.93106	2.69685	2.91346	2.75583	2.99766	2.73866	2.85133	2.69443
1761008_at	1761008_at	3.40881	3.39887	3.30833	3.35595	3.21514	3.4227	3.43559	3.38789	3.65266	3.30514	3.35973	3.4766	3.55139	3.79244	4.2643	3.29856	3.2589	3.63907
1761985_at	1761985_at	3.87444	3.52023	4.05465	3.85665	3.49577	3.76651	3.78795	3.89895	3.98107	3.73433	3.84357	3.84187	4.08802	4.24055	3.93272	3.82768	3.69751	4.45405
1762685_at	1762685_at	3.87924	4.52392	4.18848	4.18665	4.18665	4.15711	4.05921	3.96745	4.1095	4.18046	3.96775	4.18665	4.69446	4.33532	4.63979	4.06535	4.45295	4.38194
1763418_at	1763418_at	3.31756	3.70064	3.40286	3.60651	3.62705	3.61463	3.99948	3.7782	3.79896	3.46691	3.54298	3.09163	3.7143	3.57655	3.82403	3.42876	3.82232	3.80639
1765140_at	1765140_at	2.6237	2.6002	2.3271	2.63461	2.61222	2.67201	3.19727	2.5298	2.58704	2.96522	2.55598	2.55609	2.62207	2.58704	2.45451	2.68377	2.60639	2.56145
1765246_at	1765246_at	5.25217	5.24911	5.49355	5.56558	5.01626	5.18004	4.92679	4.9049	5.36216	5.0917	5.16093	5.08931	5.76457	5.47946	5.98245	4.81259	4.98764	4.89533
1765947_s_at	1765947_s_at	4.63836	5.08284	4.45544	4.46935	4.70964	4.28336	4.23126	4.4688	4.74106	4.15512	4.19576	4.1423	5.56082	5.20304	5.33522	4.43703	4.91538	4.58568
1766538_at	1766538_at	4.04199	3.89985	3.99161	3.98729	3.82319	3.58912	4.17622	4.07783	3.78778	3.89985	3.8684	3.89278	4.64497	4.33391	4.12685	3.53596	4.33207	4.01334
1767266_at	1767266_at	3.36812	3.79131	3.35714	3.58715	3.6519	3.58414	3.8574	3.699	3.55139	3.59103	3.60171	3.29838	3.82183	4.18368	4.34568	3.19398	3.40744	3.81428
1765459_s_at	aas	9.80093	9.89726	9.76249	9.81933	9.91451	9.94413	8.52434	9.01004	8.68968	9.73471	9.57784	9.54475	8.63627	8.70628	8.30658	9.24328	9.54602	9.72585
1767598_s_at	aat	10.1568	9.92627	10.0799	10.1594	10.2211	10.3322	9.63134	9.74317	9.4703	9.75901	9.74832	9.90471	8.96824	8.96673	8.41708	9.73677	9.74115	9.73603
1765611_at	abrB	4.60259	4.37816	4.72542	4.216	3.98883	3.90562	4.03788	4.27307	3.93791	4.33303	4.41404	4.18127	4.9431	4.71568	4.47097	3.86487	4.48885	4.24249
1760560_s_at	accA	12.9639	12.8847	12.9831	12.8437	12.9159	12.8479	12.1677	12.3387	12.0707	12.6542	12.6466	12.5809	12.8784	12.963	12.8244	12.2708	12.4057	12.4223
1767819_s_at	accB	14.0085	13.8636	13.9507	13.8082	13.8082	13.7356	12.4829	12.6067	12.4584	13.6181	13.5197	13.5234	13.5522	13.5611	13.3838	13.3156	13.5246	13.5454
1764178_s_at	accC	13.6811	13.5306	13.5977	13.4314	13.4234	13.3592	11.3908	11.9615	11.4084	13.1342	12.9595	12.9269	13.1784	13.1962	13.0773	13.1249	13.2926	13.2919
1768177_s_at	accD	12.4918	12.5129	12.4778	12.4385	12.4592	12.4294	12.2506	12.2941	12.0969	12.4189	12.3943	12.3825	12.412	12.4278	12.3834	11.8809	11.9529	12.1353
1763981_s_at	aceA	13.515	13.3261	13.1621	13.5087	13.4462	13.4298	12.8494	13.4775	13.1369	13.9405	13.7738	13.8323	13.5793	13.6722	13.7618	13.7182	13.7225	13.699
1761179_at	aceB	6.96946	6.97975	6.71596	6.95414	6.97975	6.97204	6.70236	6.68662	6.93068	7.30119	7.11734	7.33771	7.46419	7.87758	7.68034	6.6233	6.56284	6.68293
1761664_s_at	aceE	13.8447	13.7247	13.6893	13.6288	13.6876	13.5963	11.851	12.1411	11.81	12.9381	12.8908	12.8469	13.8389	13.7898	13.5767	13.9729	13.8531	13.7772
1766583_s_at	aceF	13.7411	13.6006	13.5653	13.4598	13.6134	13.4834	11.5779	11.7651	11.5183	12.582	12.5864	12.4454	13.5982	13.4431	13.3464	13.8336	13.6889	13.5883
1762781_at	aceK	9.18116	8.75617	8.814	9.11568	9.20558	9.21528	7.92136	8.18156	8.01078	9.48623	9.1393	9.29268	8.37133	8.53589	8.76092	8.94907	8.83022	8.91996
1765234_s_at	ackA	13.1506	12.9343	12.8446	12.6195	12.742	12.6646	12.5268	12.4651	12.6541	12.503	12.6535	12.6272	13.628	13.5448	13.5166	13.0517	12.9966	12.9596
1760881_s_at	acnA	11.2732	11.0098	10.8586	10.748	10.7528	10.6745	10.9419	11.0429	11.4419	11.3833	11.1937	11.2205	11.9494	11.911	12.1175	11.7998	11.5813	11.6419
1763163_s_at	acnB	8.32474	8.49041	8.20714	8.12141	7.92708	8.14751	7.15131	7.76434	8.32591	8.70652	8.53676	8.55536	9.13116	9.31563	9.59464	8.8986	8.23563	8.71664
1761147_s_at	acpD	4.8482	4.89222	4.83256	4.79033	4.8283	4.73983	4.44693	4.45054	4.62989	4.67716	4.69956	4.38749	5.41077	5.34703	5.32031	4.40641	4.58905	4.65913
1766568_s_at	acpP	14.5823	14.7514	14.734	14.7137	14.7065	14.7332	14.5881	14.5559	14.546	14.6977	14.7093	14.7111	14.4795	14.5447	14.5116	14.3189	14.3987	14.4097
1764127_s_at	acpS	5.17298	5.35107	5.30767	5.35367	4.85915	4.87719	4.74689	4.39537	4.85569	4.61797	4.74857	4.84133	5.26374	5.20025	5.38469	4.86251	4.79165	4.77077
1767801_s_at	acrA	13.0156	12.7576	12.6541	12.8454	12.8324	12.7832	12.9447	13.0442	12.9644	13.1551	13.1981	13.1759	12.8515	12.7909	12.9071	12.7578	12.9092	12.9069
1767319_s_at	acrB	12.5826	12.4777	12.3584	12.424	12.4861	12.4567	11.4435	11.6091	11.4381	12.6096	12.5215	12.4822	12.3842	12.3239	12.4291	12.7498	12.7598	12.6955
1762331_s_at	acrD	8.33119	8.16665	8.15516	8.2093	8.45549	8.4052	7.45014	7.57116	7.42092	8.45559	8.31533	8.23366	7.56951	7.2872	7.1959	8.18494	7.76405	7.9667
1761312_s_at	acrE	7.28934	7.08247	7.09393	6.80225	7.09393	6.82735	7.15813	7.16232	7.51717	6.65918	6.85095	6.82151	7.39177	7.52452	7.42699	7.80233	7.35603	7.17265
1764721_s_at	acrF	7.08874	7.48512	7.28706	7.05019	7.30015	7.12669	7.39387	7.41872	7.18878	7.10822	7.0936	7.00983	6.98727	7.01509	7.02384	7.99173	7.42895	7.4186
1766232_s_at	acrF_1	7.21092	7.38481	7.4192	7.52084	7.46651	7.5129	7.87039	7.67008	7.46222	7.34293	7.38481	7.43843	7.37072	6.91253	6.84094	7.42418	7.41781	7.40466
1761432_s_at	acrR	10.1453	10.4011	10.6011	10.6144	10.737	10.7122	11.1001	11.121	11.1653	11.2214	11.5087	11.5401	9.74235	9.55405	9.43478	10.0153	10.4049	10.3506
1761238_s_at	acs	10.4713	10.5179	10.2352	10.0622	10.0914	10.1195	11.9793	12.1072	12.1498	11.8132	11.7029	11.781	10.7485	10.9647	11.2225	10.1415	10.6671	10.8876
1763708_at	actP	6.61486	6.52011	6.38371	6.55158	6.31437	6.30493	6.27702	5.9349	6.34468	6.18381	6.34468	6.1714	6.61285	6.6195	7.02628	5.98304	6.50452	6.5601
1762808_at	ada	3.77493	4.05363	3.79071	3.6517	3.82407	3.60143	3.50873	3.43007	3.3763	3.64465	3.8633	3.58455	3.85451	4.13238	3.92234	3.42141	3.37534	3.59425
1761486_s_at	add	11.5353	11.3886	11.2579	11.6289	11.5728	11.4748	11.5892	12.0527	11.8396	12.3944	12.4006	12.3518	12.3266	12.2952	12.0961	11.7977	11.6917	11.6803
1764801_at	adeP	11.0454	10.7711	10.94	10.7624	10.7222	10.7313	9.07765	8.91997	8.41114	9.82261	9.82726	9.65436	9.11461	8.86687	8.41114	8.96005	9.18698	9.19909
1765989_s_at	adhC	11.9605	11.6204	11.4174	11.2688	11.2973	11.187	12.4692	12.3038	12.2255	11.7288	11.8531	11.9172	12.1838	12.2014	12.3039	11.8208	11.8426	11.8292
1767238_s_at	adhE	12.6836	12.5114	12.3121	12.5051	12.4763	12.4474	12.1338	12.6811	12.3487	12.8891	12.6889	12.7933	12.1947	12.1533	12.209	13.2615	12.9491	12.9033
1768844_s_at	adhP	9.57538	9.2404	9.04086	9.14071	9.10555	9.00761	9.05411	9.74957	9.2948	9.26826	9.27051	9.21413	9.61973	9.55166	9.41742	9.662	9.59932	9.48781
1767254_s_at	adiA	7.22542	7.05844	6.79718	6.47736	6.84308	6.76833	6.65678	7.14248	6.81412	6.56114	6.7737	6.75621	7.57948	7.63685	7.52774	7.50805	7.20006	7.14195
1766003_s_at	adiY	8.3767	8.25103	8.29356	8.35882	8.2951	8.22439	6.4264	7.38083	7.46686	7.98264	7.40601	7.48429	10.4001	10.2574	10.3146	10.1546	9.45685	9.54291
1762651_s_at	adk	13.5668	13.5617	13.6256	13.6367	13.572	13.6184	13.1049	13.1329	13.0323	13.4844	13.4765	13.4326	13.6272	13.6592	13.5289	12.9181	13.0532	13.1056
1768981_s_at	adrA	6.66314	6.80513	6.91172	6.80513	6.51677	6.66364	7.15253	7.05599	7.04882	6.63852	6.85862	6.67471	6.92065	6.65092	6.80513	7.36598	6.82513	7.13833
1761034_at	aefA	5.36944	5.44439	5.65041	5.64945	5.54904	5.73899	5.30666	5.29976	5.03815	5.28023	5.273	5.15621	5.19671	5.37445	5.0188	5.25082	5.59731	5.63596
1766701_s_at	aer	12.9282	13.0361	13.1011	12.5926	12.6065	12.6689	12.4603	12.486	12.339	12.1953	11.9846	12.0072	11.8118	11.863	11.9107	12.7147	12.6987	12.7063
1762261_s_at	afuA	5.05244	5.23692	5.44496	5.16234	5.10356	5.03977	4.97766	4.86278	5.21883	5.09458	5.03905	4.97766	5.53721	5.59931	5.39662	4.8564	5.03489	4.99007
1759926_s_at	afuB	6.27808	6.22621	6.25674	6.34073	6.21126	6.31667	5.93117	6.13641	6.52072	6.16945	6.182	5.99136	6.64707	6.84672	6.65851	5.78268	6.23416	6.20316
1759356_at	afuC	6.91629	6.76835	6.57404	6.68581	6.8845	6.77796	8.07312	7.90502	7.6712	7.0809	7.33085	7.10758	7.22475	6.96987	7.05418	7.69027	7.08483	6.99489
1764994_s_at	agaB	5.44807	5.19545	4.99435	5.09473	5.00549	5.09324	5.5069	5.4703	5.77901	5.12772	5.41386	5.38041	5.31045	5.21786	5.02621	6.45391	5.79429	5.7032
1765051_s_at	agaC	5.10048	5.52194	5.69219	5.43289	5.62858	5.5678	5.22701	5.53095	5.56547	5.33496	5.46618	5.55872	5.43991	5.40912	5.30127	6.31534	5.70727	5.74034
1766567_s_at	agaD	6.71284	6.34424	6.53076	6.36322	6.53	6.52416	6.31781	6.26748	6.28122	6.262	6.48652	6.55896	6.18756	6.30879	6.25672	7.17757	6.18511	6.3445
1763408_s_at	agaI	6.17764	6.13829	6.46509	6.32416	6.45715	6.34365	6.16509	6.33534	5.94881	6.29763	6.14918	6.32416	5.47096	6.08588	5.87636	6.64036	6.12885	6.33153
1760458_s_at	agaR	10.4448	11.2074	10.8152	10.8415	10.9091	10.9501	10.7494	10.9317	10.9188	11.0779	11.0476	11.1152	10.1332	10.1676	10.0875	10.8514	11.0181	10.9215
1764818_s_at	agaS	6.95321	6.94312	6.51823	6.71803	6.90169	6.75353	7.19096	7.43129	7.21023	6.68231	6.3952	6.5746	7.06849	6.88226	7.15822	7.35163	7.26271	7.07447
1766609_s_at	agaV	8.62223	8.74815	8.39959	8.45263	8.71695	8.66266	9.29171	9.60058	9.51631	8.80513	8.54014	8.56502	8.7624	8.817	8.64626	8.95262	9.04468	8.87822
1761596_s_at	agaZ	8.31864	8.28026	7.92515	8.01178	8.20677	8.10077	7.91296	8.16319	7.92065	7.94166	7.86456	7.8423	8.37286	8.39952	8.21433	8.62264	8.84041	8.66141
1759895_at	agp	5.0564	4.86252	4.84326	5.19008	5.13905	5.16234	5.01025	5.16234	5.16234	5.06602	4.50644	4.6161	5.21643	5.63041	5.68301	5.17205	5.18462	5.16234
1767961_s_at	ahpC	14.1391	14.1714	14.1292	14.3114	14.361	14.2769	14.3657	14.4916	14.4689	14.532	14.5009	14.5196	14.3674	14.3865	14.3764	14.3222	14.2454	14.2458
1766531_s_at	ahpF	12.2822	12.2417	12.2021	12.356	12.5779	12.3192	12.1782	12.5614	12.3649	12.541	12.4839	12.4805	12.401	12.3936	12.3424	12.582	12.4419	12.366
1765890_at	ahr	7.91821	7.59376	7.6092	7.84648	7.91676	7.89306	7.51529	7.98792	7.68762	7.68375	7.63282	7.58773	8.9391	8.99226	8.90577	8.4825	8.04508	8.00858
1761043_s_at	aidB	7.60005	7.80483	7.4289	7.68826	7.77042	7.47373	7.66974	8.01151	7.71129	7.83975	7.70535	7.64465	8.33974	8.36715	8.00395	8.09336	8.08032	8.10735
1764247_s_at	ais	6.3552	6.4184	6.68551	6.6023	6.71809	6.78879	6.39313	6.61011	6.42225	6.75901	6.97827	6.83762	5.48633	5.27481	5.51676	7.19397	6.24666	6.12112
1768025_s_at	alaS	13.2639	13.1051	13.0755	12.9896	13.019	12.9975	12.1895	12.3628	12.1613	12.9709	12.8582	12.8678	12.7884	12.823	12.7611	13.1266	13.152	13.2072
1764023_s_at	aldA	12.9466	13.0278	12.8911	13.0093	12.9146	12.9847	13.3173	13.5244	13.4029	13.654	13.4833	13.5942	11.7392	11.7307	12.0452	12.9707	13.2096	13.1099
1765157_s_at	aldB	7.45036	7.36863	7.14339	7.23734	7.2049	7.05434	7.05879	7.51316	7.29663	7.66298	7.41072	7.34548	7.79088	7.61681	7.48589	8.90205	8.39536	8.35057
1764174_s_at	aldH	7.60549	7.23543	7.2254	7.14447	7.48997	7.40176	10.8247	10.9909	10.9609	8.64246	9.03044	8.99064	8.33346	8.45885	8.65897	7.56123	7.29456	7.40169
1762189_s_at	alkA	5.45926	5.53519	5.45538	5.16488	5.37755	4.78049	5.7616	5.45538	5.62455	5.30791	5.45538	5.31492	5.67283	6.22423	5.96018	5.19523	5.14	5.45538
1767848_s_at	alkB	8.6847	8.49323	8.50784	8.56593	8.53992	8.52405	8.35989	8.56144	8.14465	8.86056	8.84691	8.74173	8.39326	8.04367	7.95879	8.67849	8.63495	8.78964
1760047_at	alpA	6.71623	6.96523	6.92747	6.3362	6.5385	6.71624	8.203	8.73534	8.45448	7.10588	7.0958	7.17158	6.24073	6.4002	6.32877	6.62337	6.83633	6.65759
1759988_s_at	alr	10.7227	10.6719	10.5371	10.5911	10.6726	10.6022	9.15653	9.57481	9.0182	10.2313	10.1684	10.1701	10.4213	10.4586	10.2835	10.5277	10.5022	10.3346
1763855_at	alsE	7.81403	7.67111	7.77262	7.61833	7.69208	7.7733	7.50936	8.08476	7.76563	7.52834	7.46215	7.48232	7.47416	7.44059	7.23143	8.08445	7.67207	7.86456
1763588_at	amiA	4.88125	4.70922	4.41251	4.74179	4.52502	4.75874	4.2427	4.33147	4.65744	4.77336	4.68761	4.7358	4.63411	4.27436	4.6773	4.05774	3.88229	4.02023
1762203_s_at	amiB	10.3722	10.4576	10.3797	10.3264	10.4936	10.4593	10.0754	10.2204	9.86168	10.177	10.2626	10.2249	9.96455	10.0704	9.85928	9.35979	9.48002	9.47474
1767221_s_at	amn	10.8433	10.8144	10.7374	10.6495	10.761	10.7814	9.90401	10.4796	10.2844	11.2272	11.0659	11.1411	11.5221	11.5883	11.6253	11.3359	11.2291	11.0865
1761240_s_at	ampC	2.84304	3.03593	3.05383	3.09071	3.15763	2.94017	3.02061	2.8315	2.94417	3.02946	3.1024	3.21474	3.47317	3.33665	3.11271	2.93737	3.12264	2.89592
1764251_s_at	ampD	10.147	10.1882	9.98454	9.89349	9.95148	9.90936	10.5195	10.7961	10.6449	10.6641	10.6789	10.7414	11.1984	11.0861	10.9186	11.2115	11.045	10.9673
1762135_s_at	ampE	9.14395	9.34213	9.11358	9.13054	9.1544	9.1035	9.64017	9.82153	9.63638	9.66127	9.80998	9.76725	10.018	9.98959	9.74746	10.179	9.77508	9.68225
1765440_s_at	ampG	10.806	10.5236	10.7626	10.6075	10.7353	10.7134	9.16605	9.23578	8.98338	9.87292	9.78965	9.7123	9.72805	9.65824	9.26094	8.8699	9.32894	9.29766
1762891_s_at	amtB	7.57762	7.93919	7.96372	7.97016	7.9405	8.0593	8.31596	8.21105	7.93041	8.07832	7.93919	8.08349	7.71391	7.6843	7.57198	8.33315	7.64798	7.63636
1766408_s_at	amyA	11.258	11.185	11.393	10.8833	10.8279	10.9688	9.8324	10.1584	9.79191	9.97219	9.79383	9.91713	10.3994	10.4555	10.2703	11.3095	11.1852	11.1736
1760946_s_at	anmK	9.35071	9.51409	9.27434	9.26154	9.42789	9.3831	9.78698	9.7291	9.8013	9.78149	9.83273	9.78081	9.34856	9.31279	8.98454	9.90311	9.74271	9.65201
1768511_s_at	ansA	12.2951	11.9953	12.0665	12.0118	12.0171	11.9946	10.6142	10.7451	10.5448	11.6789	11.5532	11.5475	11.3661	11.4156	11.2398	11.2798	11.6617	11.7534
1766282_s_at	ansB	11.0211	11.1001	9.05552	9.74837	9.57777	8.76539	9.95092	10.1019	10.2326	9.67342	9.64273	9.36089	12.533	12.3867	11.9746	13.7748	13.3645	13.4169
1764046_s_at	ansP	9.2218	9.0851	8.89676	8.69137	8.81739	8.72669	7.69211	7.99765	7.59223	8.3112	8.40514	8.48739	8.70343	8.86145	8.39124	8.0732	8.24726	8.14601
1764869_s_at	antU	5.05978	5.10383	5.13768	5.05978	4.66134	4.99172	4.44696	4.88253	5.02205	4.6919	5.08304	4.87881	5.74546	5.85652	5.77125	4.91325	4.9734	5.07691
1765262_s_at	apaG	11.6344	11.3189	11.4063	11.4033	11.4111	11.4136	10.9318	11.1319	10.8858	11.2497	11.2209	11.2253	11.6815	11.7854	11.6521	11.5382	11.5767	11.526
1762415_s_at	apaH	10.9722	10.7859	10.767	10.7385	10.6032	10.5482	9.84527	10.1014	9.70767	10.564	10.3676	10.3371	10.7066	10.7366	10.5012	10.508	10.4099	10.4948
1766310_s_at	apbA	10.8688	10.7742	10.7183	10.5807	10.7135	10.6119	11.5884	10.9871	11.4247	10.8158	10.786	10.8394	10.7768	10.6433	10.3516	11.4042	11.1043	11.2772
1759927_s_at	aphA	11.1586	11.5073	11.285	11.484	11.4918	11.338	11.3415	11.3111	11.4288	11.055	10.9471	10.9151	10.5308	10.5202	10.4433	11.8795	11.6534	11.5843
1763755_at	aphA6	4.30859	4.09007	4.19409	4.29578	4.51554	4.49691	4.39072	4.27038	4.19409	4.42322	4.20438	3.91325	4.64625	4.35269	4.25484	3.92305	4.31962	4.32228
1768953_s_at	appA	8.10143	8.02882	7.94458	7.88002	7.98428	7.84717	7.90389	7.94813	7.81074	8.20176	8.2319	8.19155	7.99541	7.93308	7.63696	8.02198	8.15856	8.19804
1767833_s_at	appB	7.95262	7.84717	7.88136	7.674	7.86419	7.8221	8.0354	8.35281	7.83298	7.88486	7.87909	7.85528	8.0937	7.99975	7.62972	8.09402	8.00126	7.78292
1767792_s_at	appC	7.06356	6.94113	7.11791	6.8733	6.92691	6.92576	6.65042	6.83326	6.96345	7.04574	7.15585	7.01755	7.14271	7.33996	7.00476	7.22546	6.87337	6.96505
1761808_at	appY	6.85524	6.83709	7.64497	7.32503	7.44563	7.71397	6.62421	6.90854	6.48584	6.82128	6.10554	6.56238	9.07267	8.91699	9.03697	7.31712	7.0261	6.97463
1762548_s_at	apt	12.5218	12.4984	12.9845	12.9795	12.9854	13.001	11.3359	11.5683	11.2092	12.3562	12.2548	12.1585	12.1886	12.2736	11.9384	11.1114	11.2355	11.1594
1764805_s_at	aqpZ	7.97633	7.99128	8.03431	8.0857	8.18894	8.17012	8.59679	8.68969	8.57051	8.34923	8.56666	8.60441	6.94496	6.99765	6.82924	7.99589	7.7068	7.40477
1760995_s_at	araA	8.21633	8.08073	7.84084	7.75991	7.75324	7.80686	7.81839	7.55327	7.34178	7.99474	7.76937	7.60564	8.8927	8.91662	8.68801	8.4658	8.47311	8.45366
1761659_s_at	araB	8.10278	8.03675	7.75269	7.93732	7.73467	7.77727	8.03327	7.8643	7.89332	7.66303	7.62632	7.77564	9.13725	9.25666	9.21414	9.12216	8.66393	8.85331
1766543_s_at	araC	10.3751	10.4981	10.1475	10.0844	10.2327	9.95682	12.6068	12.4859	12.5464	11.4136	11.6608	11.6399	11.5649	11.5423	11.3604	11.6833	11.6032	11.4969
1760236_s_at	araD	7.62034	7.62697	7.51492	7.60236	7.52205	7.71402	6.93229	7.06805	7.10492	7.29309	7.30718	7.01595	8.33421	8.20136	8.27418	8.01305	7.84332	7.90785
1765707_s_at	araE	7.87271	7.97407	8.00995	7.84255	8.01868	8.00657	8.10259	8.12967	7.59534	8.14031	8.04234	8.05678	8.09318	8.05121	7.61204	7.94735	7.96566	7.96809
1759685_s_at	araF	9.18003	9.07138	8.82996	8.52832	8.55824	8.47377	9.15784	9.18793	9.14802	8.6495	8.45626	8.56137	8.9625	8.96146	8.7914	10.067	9.79417	9.80032
1764438_s_at	araG	8.30791	8.07143	7.86338	7.70172	7.81299	7.83575	7.61889	7.49325	7.50678	7.66049	7.61867	7.66173	8.0144	7.85439	7.81862	8.75124	8.4614	8.42581
1759834_s_at	araH	8.03297	7.78345	7.69869	7.54169	7.65873	7.48806	7.83703	7.86181	7.52034	7.87887	7.83707	7.807	7.61387	7.59235	7.83896	8.5504	8.30267	8.29651
1764050_s_at	araJ	7.93375	8.41915	8.2578	8.27604	8.18542	8.24174	7.83102	7.97614	7.98869	8.02701	7.93116	8.05831	7.54503	7.46496	7.39695	8.25676	8.15101	8.02798
1761540_s_at	arcA	12.9806	13.2035	13.0828	13.2267	13.1944	13.141	13.6446	13.8771	13.6329	13.552	13.5471	13.5575	13.1401	13.1899	13.1422	13.134	13.1138	13.0497
1762306_s_at	arcB	10.901	10.8969	10.7425	10.7673	10.8503	10.7752	10.4164	10.8534	10.6005	10.8884	10.8396	10.9504	11.0654	10.9547	10.9504	11.629	11.5268	11.5296
1760064_s_at	arcC	7.22716	7.33925	7.11596	7.38678	7.21379	7.19408	7.1502	7.1639	7.0953	7.23054	7.15428	7.09875	6.956	7.1125	7.15619	7.44784	7.11214	7.04874
1766206_at	arcZ	9.45212	10.4275	10.9597	11.1086	11.183	11.5661	11.1276	10.8381	11.0912	10.5223	10.4731	10.7491	9.77322	9.83928	9.96074	9.78871	9.98934	9.85105
1769223_s_at	argA	8.53869	8.6552	8.5966	9.09502	9.0305	9.1902	8.75719	8.60657	8.58208	8.78443	8.90795	8.83056	7.64553	7.72746	7.24957	8.49497	8.39439	8.28431
1766564_s_at	argB	9.28627	9.20875	9.12549	9.54863	9.49334	9.53775	9.8211	9.77023	9.89396	9.50692	9.64506	9.73495	9.98472	9.99017	9.72709	9.53476	9.43076	9.338
1765717_s_at	argC	8.86601	8.4722	8.59879	9.11897	9.09069	9.22667	9.07928	8.8592	8.89867	8.89181	8.90848	9.05768	9.34679	9.35285	8.84	9.03785	8.66322	8.79643
1760242_s_at	argD	10.5586	10.5517	10.5262	10.7964	10.7337	10.7778	10.3693	10.4161	10.2591	10.1952	10.3196	10.3231	10.458	10.3243	10.1232	10.102	10.1857	10.1946
1759720_at	argE	6.3717	5.97332	6.14537	6.1107	5.80837	5.67703	5.80334	5.52372	5.94953	5.78849	5.85562	5.85308	6.42127	6.40872	6.36068	5.90984	5.56729	5.46648
1765382_at	argF	9.37969	9.16297	9.08764	9.24614	9.24016	9.22135	9.4549	9.51909	9.40414	9.30806	9.34442	9.29561	9.69764	9.66694	9.45354	9.00162	9.10903	9.12043
1764822_s_at	argG	10.3756	10.1254	10.0642	10.299	10.2477	10.2241	10.5008	10.3271	10.5365	10.3197	10.3384	10.3318	10.7898	10.7592	10.285	10.2416	10.4211	10.3502
1766313_at	argH	6.42813	6.41023	6.7157	6.67834	6.56247	6.38193	6.03173	6.35433	6.10695	6.20657	6.51093	6.27808	6.5729	6.90682	6.29455	5.74012	5.99385	6.21343
1762445_at	argI	4.54168	4.5257	4.46451	4.61919	4.67585	4.74727	5.01156	4.74647	4.98091	4.62254	4.62767	4.65497	5.01319	5.18339	4.89839	4.34096	4.57753	4.59125
1765846_s_at	argR	12.0923	12.1623	12.1904	12.2559	12.2127	12.2673	12.4078	12.3313	12.3172	11.8843	11.9582	11.9194	12.0764	12.0084	11.9158	11.6996	11.7137	11.7606
1762470_s_at	argS	12.7771	12.599	12.6135	12.6684	12.6512	12.6514	12.3181	12.0931	12.0496	12.3274	12.2969	12.2235	12.5395	12.5585	12.475	12.1683	12.3511	12.3511
1763722_s_at	argT	7.4013	7.0589	6.90347	7.129	6.8723	7.00124	7.02571	6.42025	7.44575	7.22489	7.67301	7.70813	6.45917	6.69163	6.74622	6.44438	6.69583	6.48229
1766084_at	arnA	7.24799	7.05211	6.81833	6.77055	6.87392	6.79078	6.28608	6.59149	5.86846	7.22971	6.95167	6.96556	6.58916	6.41166	6.29919	7.51736	7.2798	7.53459
1762877_s_at	arnT	6.10608	5.98243	6.16076	6.21739	6.22794	6.27332	6.08815	6.02824	5.89107	6.13047	5.98267	6.04329	6.26846	6.13803	6.19908	6.37039	6.39345	6.32779
1760774_at	aroA	5.17435	4.77573	5.12268	5.0156	5.17036	5.00519	4.7748	4.85941	4.81571	4.83824	4.85096	4.77212	4.87355	5.43964	4.87355	4.63895	4.9913	5.04081
1763538_s_at	aroB	12.5879	12.4028	12.5419	12.6369	12.539	12.6176	12.1204	12.0605	12.0682	12.3994	12.4222	12.4084	12.0443	12.1085	11.995	12.0784	12.1009	12.1166
1761525_s_at	aroC	6.66474	6.58572	6.49993	6.498	6.55332	6.52861	5.91042	5.68315	6.23884	6.41338	6.21153	6.40773	6.91233	7.19765	6.96593	6.14118	6.18333	6.21531
1759611_s_at	aroD	9.58902	9.62624	9.40772	9.40738	9.54563	9.4183	9.79241	10.1401	9.99339	9.868	9.75311	9.77755	9.57543	9.6833	9.52851	9.52397	9.66074	9.50176
1764514_s_at	aroE	7.25125	7.16936	6.96375	6.72429	7.10267	7.0471	7.40759	7.98898	7.60149	7.40959	7.30778	7.29723	6.64893	6.40584	6.44975	7.4743	7.12719	7.20487
1764254_s_at	aroF	10.1732	10.0211	9.96333	10.1263	10.2021	10.2564	10.9372	10.8	10.7303	10.0892	10.2174	10.2396	9.83665	9.82149	9.51057	9.99562	9.93253	9.71465
1760114_s_at	aroG	4.00475	3.66168	3.5857	3.77056	3.5968	3.72367	3.57913	3.50874	3.67087	3.82039	3.93997	3.6229	3.89046	3.84622	3.78442	3.62455	3.86954	3.78683
1767164_s_at	aroH	10.4925	10.3643	10.4308	10.4938	10.5025	10.5048	8.70378	9.25199	8.7173	10.3007	10.3784	10.313	9.51942	9.48769	9.40617	9.00389	9.20741	9.20601
1764480_s_at	aroK	12.7878	12.6593	12.8719	12.9027	12.8781	12.9258	12.5656	12.4867	12.4594	12.6451	12.7473	12.7401	11.8954	11.9999	11.7879	11.6794	11.792	11.7505
1765249_s_at	aroL	10.5709	10.5636	10.718	10.7702	10.8464	10.8752	11.2985	11.0558	10.896	10.6764	10.8334	10.9005	9.68154	9.70384	9.26412	10.2843	10.2796	10.2469
