X.ID_REF	IDENTIFIER	GSM1356340	GSM1356341	GSM1356342	GSM1356328	GSM1356329	GSM1356330	GSM1356331	GSM1356332	GSM1356333	GSM1356334	GSM1356335	GSM1356336	GSM1356337	GSM1356338	GSM1356339	GSM1356325	GSM1356326	GSM1356327
1761816_s_at	c1624	7.27954	6.87853	6.65918	7.35155	7.25608	7.80915	8.22637	7.976	8.23605	7.87398	8.11668	8.50226	4.87355	5.38559	4.94479	7.43298	7.57582	7.73805
1766880_s_at	c1628	10.2847	10.3727	10.3946	10.4935	10.5149	10.5688	12.1154	12.048	11.9794	11.3222	11.5073	11.5255	9.81776	9.79575	9.62785	10.7274	10.7438	10.6204
1767745_s_at	c1630	5.28731	4.88743	5.72417	5.3365	5.6337	5.52014	6.25867	6.20711	6.53693	5.66951	5.66946	6.20699	6.62272	6.50799	6.54853	5.89078	5.6228	5.6371
1763892_at	c1636	3.55139	3.35353	3.43321	3.37751	3.52607	3.55139	3.94133	3.6971	3.7551	3.61375	4.04386	3.54722	3.55139	3.56489	3.65823	3.64816	3.6381	3.4329
1769287_s_at	c1648	4.43119	4.43492	4.68722	4.98229	4.54298	4.55867	4.01433	4.61333	4.5339	4.2638	4.10449	4.46868	4.89936	4.70211	4.90403	4.17586	4.68598	4.40814
1762874_at	c1649	3.77175	3.96946	3.41501	3.56906	3.67995	3.63781	3.71086	3.67995	3.77161	3.69128	3.92968	3.69568	4.08193	3.92467	4.28169	3.4865	3.67459	3.56421
1767905_s_at	c1650	5.50167	5.5496	5.41764	5.42608	5.36628	4.87875	5.21322	5.43221	5.16234	5.17598	5.16954	4.86344	5.50069	5.86844	5.59265	5.01933	5.35053	5.43819
1762649_s_at	c1652	5.02041	5.00638	5.03721	4.79414	4.6355	4.64007	5.09379	4.51387	5.28766	4.80714	4.74857	4.85197	5.41307	5.25332	5.57737	4.64224	4.90327	4.88265
1769033_at	c1653	2.44566	2.59012	2.44287	2.38068	2.37864	2.4974	2.55491	2.45732	2.72825	2.77494	2.54883	2.49776	2.50287	2.54883	2.44227	2.49276	2.60699	2.49851
1765843_at	c1655	3.49214	3.38581	3.29578	3.36105	3.39619	3.50556	3.78035	3.59184	3.20837	3.23222	3.41804	3.32047	3.6175	3.26844	3.57111	3.16202	3.36105	3.41804
1765363_s_at	c1657	10.243	10.1264	9.88266	9.98989	9.93774	9.89652	10.448	10.6979	10.4934	10.3959	10.2555	10.3828	10.7205	10.6983	10.7046	10.9031	10.7464	10.5997
1767634_s_at	c1659	8.17105	8.29427	8.06811	7.97109	8.21788	8.15336	8.50006	8.6974	8.45021	8.90828	8.91963	8.95313	7.46909	7.48344	7.06801	8.41884	8.42174	8.39431
1760321_at	c1660	3.7373	4.24274	3.75566	3.93694	3.92527	3.89266	4.07131	4.08737	3.36304	4.05366	3.83251	3.81531	3.84294	4.05733	4.08663	3.68658	3.80728	4.08985
1765390_s_at	c1671	10.3189	10.0127	10.3875	10.4772	10.3852	10.3864	10.2904	9.94368	10.4709	10.0753	10.2435	10.2414	9.64162	9.78595	9.44839	9.68701	9.54943	9.68127
1765562_s_at	c1673	8.80635	8.6897	8.62467	8.55457	8.73966	8.33126	8.89823	9.43552	8.24868	8.73853	8.81048	8.64064	9.07663	9.23851	8.80635	9.55318	9.33005	9.25005
1768114_at	c1675	2.73445	2.34814	2.49197	2.59612	2.83594	2.44475	2.30379	2.49206	2.38817	2.34056	2.53179	2.52469	2.54685	2.49917	2.53578	2.43641	2.52819	2.43429
1761563_at	c1689	5.63692	5.9861	5.9907	5.41389	5.45829	5.67363	5.12674	5.3396	5.9126	5.30866	5.53516	5.26353	6.0759	6.02474	6.44197	5.1881	5.68715	5.63552
1767100_at	c1690	4.83766	4.91333	4.54289	4.83239	4.67655	4.69027	4.53677	5.1451	4.69027	4.48589	4.66535	4.6198	5.2564	5.14758	5.35048	4.51502	4.54707	4.5379
1761180_at	c1691	5.48293	5.4029	5.29935	5.54288	5.20562	5.23586	4.73432	5.14775	4.87976	5.18757	5.34056	5.17948	5.79058	5.82012	5.83457	5.13709	4.9971	5.04412
1767813_at	c1692	4.39357	4.27512	4.29867	4.47012	4.18336	4.14605	4.54364	3.76496	4.9596	4.22522	4.32377	4.22716	4.75876	4.48542	5.04687	4.04854	4.26382	4.08378
1768009_at	c1693	5.42592	5.31106	5.3463	5.80276	5.45469	5.45177	5.42383	5.69975	5.54405	5.39748	5.58009	5.26155	5.75021	5.79663	5.95446	5.07651	5.42613	5.29979
1765075_at	c1694	5.77281	5.69811	5.93568	5.99466	5.5798	5.82113	5.81241	5.87022	5.80845	5.45489	5.52071	5.50499	6.13536	6.09135	6.61677	5.49001	6.00359	5.91618
1769016_at	c1695	4.97176	5.17567	4.99268	5.14676	4.26493	4.91606	5.19799	5.32583	4.99435	5.08148	5.16093	4.88982	5.26374	5.28249	5.71237	4.32898	4.76753	5.14207
1767668_s_at	c1702	5.52111	5.30699	5.9765	6.00778	5.93191	6.09635	7.21462	7.00335	7.37314	6.29911	6.59759	6.81059	5.05418	5.19843	5.34304	6.45355	5.51242	5.75836
1761016_at	c1704	3.97704	4.02702	3.87897	4.05381	3.93862	3.79094	3.94133	3.83246	3.93862	4.02356	4.13651	3.97665	4.05375	4.25069	4.13062	3.5646	3.79828	3.83659
1760866_s_at	c1718	9.64575	9.29183	9.40648	9.62099	9.37981	8.89888	8.43239	8.60229	7.51341	9.00812	8.86823	8.57162	9.2499	9.48312	9.19063	9.19232	9.36599	9.21015
1768336_s_at	c1740	5.85125	5.63062	5.56477	5.54197	5.80081	5.57695	6.56434	6.65066	6.53533	6.26569	6.23115	6.29501	5.45516	5.56436	5.56252	5.82054	5.48509	5.42755
1769079_s_at	c1752	6.24887	5.87338	6.73102	7.92004	7.96156	8.00534	6.51594	6.64226	6.05153	6.66173	6.5423	6.87654	5.2801	5.02431	4.82075	5.69356	5.54373	5.03644
1764648_s_at	c1760	3.84101	3.91107	4.19352	4.22507	3.70338	3.74135	3.7867	3.71354	4.00338	3.63584	4.06262	3.7867	4.12402	4.04791	4.44	3.42073	3.80965	3.59724
1767484_s_at	c1761	4.72963	4.95595	5.00548	5.27993	5.37442	5.23423	5.38608	5.25759	5.46747	5.10077	4.80262	4.84133	5.56852	5.84933	6.03647	5.06621	5.08059	5.31308
1765880_s_at	c1762	6.12111	6.19992	5.99191	6.07387	5.99251	6.07528	5.68158	6.05752	6.29457	5.90116	5.80959	5.94783	6.16551	6.4365	6.39254	6.07528	6.1736	6.05274
1764032_s_at	c1763	7.29561	6.94785	6.78719	6.90714	6.80772	6.75009	6.88564	6.85963	7.209	6.69912	6.76835	6.38669	7.57704	7.56149	7.94972	6.79915	7.14202	7.13153
1761142_s_at	c1764	5.56013	5.71775	5.76265	5.79769	5.74533	5.64323	4.87432	5.28917	5.88192	5.42539	5.38225	5.49324	5.91592	6.10956	6.65686	5.32565	5.99872	5.81625
1761357_s_at	c1765	5.47142	5.5265	5.94667	5.7385	5.3951	5.44823	5.19063	5.67902	5.77889	5.45538	5.39391	5.33232	6.08995	6.19931	6.55697	5.22305	5.44164	5.49096
1762881_s_at	c1766	4.43407	4.25743	4.38317	4.40771	4.26039	4.21929	4.06186	4.1389	4.57201	4.33147	4.30096	4.23399	4.56425	4.70086	4.82553	4.07961	4.29034	4.27092
1766415_s_at	c1776	7.19013	6.32406	6.57066	6.81771	6.97022	6.48429	12.0309	12.1073	11.2357	8.10668	8.68871	8.56629	7.10512	7.18353	6.62636	7.75942	7.88593	7.45445
1765643_s_at	c1781	4.03998	3.44781	3.63981	3.68561	3.77281	3.59601	4.03701	3.75607	3.48783	3.58891	3.65516	3.63194	4.01501	3.78709	3.67927	3.68561	3.50601	3.41007
1763556_s_at	c1800	5.29743	5.0948	5.18764	5.25436	5.19931	5.07729	5.20296	5.27596	4.7573	5.23731	5.26047	4.86122	5.42991	5.4756	5.20679	4.87982	5.37665	4.82997
1768874_s_at	c1801	7.18073	7.0432	7.04792	6.88887	7.05857	6.75165	7.99097	8.26937	8.11963	7.54327	7.63706	7.46718	6.7777	6.29199	6.51863	7.34591	7.11303	7.22315
1759295_s_at	c1802	9.05842	9.16026	9.29413	9.19009	9.33795	9.34016	9.75212	9.86219	9.73	10.1362	10.2523	10.2576	8.02313	7.61026	7.56866	8.89237	8.81275	8.87455
1761928_at	c1809	4.02923	3.96213	4.09194	3.8442	3.96991	3.86822	4.25583	4.08194	4.09735	3.9707	4.1775	3.78048	4.0891	4.12036	4.09735	3.60351	4.07725	3.99814
1762230_at	c1810	4.69533	4.88096	4.69533	4.83994	4.95899	4.87135	4.82198	4.54843	4.59575	4.81802	4.6804	4.58243	5.06921	5.12059	5.15751	4.31024	4.7053	4.6919
1764039_at	c1811	4.07238	4.1325	3.83221	3.94277	3.88458	3.67476	3.68235	3.72565	4.00398	3.76364	3.76364	3.74076	4.30266	3.8971	4.45243	3.43291	3.48518	3.76364
1760817_at	c1812	3.93435	3.78822	3.74243	3.67002	3.90632	3.65905	3.89723	3.48858	3.64224	3.65265	3.41804	3.59432	3.82745	4.01333	3.9101	3.30246	3.65823	3.60834
1767246_s_at	c1813	3.1685	3.40335	3.1299	3.40251	3.4867	3.28408	3.26361	3.35791	3.13485	3.18714	2.92746	2.94306	3.37478	3.1685	3.04499	3.30825	3.40364	3.1685
1759547_at	c1819	3.85596	3.83616	4.05383	4.11074	3.92527	4.15002	4.60772	3.98809	3.91382	3.96329	3.86625	3.8982	4.17406	3.98809	4.26957	3.80981	4.13337	4.2103
1766831_at	c1820	3.32379	3.12214	3.8594	3.41584	3.2608	3.03776	3.16916	3.22546	3.36469	3.28407	3.11401	3.28449	4.11094	3.43305	3.69086	3.30521	3.11235	3.24758
1761045_s_at	c1824	5.67703	5.23752	5.06487	5.47109	5.88551	5.73344	5.89005	5.85985	5.98595	5.63883	5.77677	5.82817	5.38333	4.9325	5.57376	5.90262	5.31	5.33947
1761092_at	c1833	3.69031	3.47648	3.36684	3.73438	3.70352	3.3763	3.44767	3.44767	3.41882	3.46596	3.27358	3.15437	3.74334	3.80198	3.89071	3.33788	3.48985	3.41642
1761862_s_at	c1838	7.56279	7.40642	7.69229	7.65854	7.69356	7.70049	8.31964	8.34192	7.86472	7.96107	8.37546	8.0548	7.15615	7.5357	7.01135	7.66221	7.41558	7.14439
1767439_s_at	c1846	11.716	11.9092	11.7247	11.1045	11.2281	11.135	10.8433	10.8014	10.7425	10.8406	10.5118	10.5543	10.6137	10.6487	10.4669	12.5045	12.1822	12.1866
1762588_s_at	c1855	5.34619	5.29247	5.58003	5.57097	5.81883	5.47706	5.83639	6.06989	5.23202	5.58323	5.28461	5.4007	4.99059	4.33391	4.12685	5.68921	5.4468	5.29492
1769029_s_at	c1861	5.56703	6.39349	6.31866	6.10475	6.06121	5.9853	7.30501	6.72192	6.71781	6.40709	6.52174	6.4876	6.0759	6.21129	6.20385	6.03991	5.89088	5.88838
1759497_s_at	c1862	9.48143	9.29526	9.47513	9.28635	9.32955	9.28001	10.0575	10.1246	10.3239	9.79924	9.88256	9.96152	8.43709	8.41324	7.95879	9.10944	9.28801	9.21006
1763457_s_at	c1870	8.58219	8.32422	9.24614	9.23989	9.15172	9.80368	9.55088	9.47273	9.31381	8.75366	9.06441	9.31587	7.5185	7.39168	7.31148	7.98583	8.1664	7.88998
1766636_at	c1874	4.10642	4.35805	4.11074	4.12488	4.31792	4.08929	3.99804	3.89032	4.29129	4.17456	4.12419	4.24822	4.24617	4.33988	4.47494	4.00262	3.80889	3.97246
1761607_s_at	c1879	6.19038	6.06218	6.03845	5.94228	6.14397	6.02593	5.92961	5.88768	6.15005	6.22549	6.44377	6.22549	5.5678	5.17127	4.96963	6.43238	6.18966	5.81055
1768482_at	c1880	3.27227	3.69061	3.23827	3.41694	3.54435	3.47369	3.44996	3.92597	3.41694	3.27693	3.65993	3.2723	3.89985	3.74642	3.72702	3.11235	4.1841	3.5762
1766653_at	c1881	2.98232	3.1685	2.72919	3.02463	3.04643	3.16443	3.04272	2.97458	2.91278	3.00844	2.87656	3.0852	2.76422	3.28156	3.16443	2.91033	2.87789	3.06439
1759649_at	c1882	4.84084	5.34431	5.26806	5.16234	5.10605	4.82589	4.6466	4.66264	5.13786	5.12881	4.74857	4.9396	5.3426	5.63568	5.42064	4.86434	4.86761	4.9075
1766233_at	c1883	5.60482	5.55292	5.79174	5.5716	5.61166	5.46555	5.09261	5.1341	5.52103	5.18551	5.25273	4.88844	6.12527	5.93726	5.96922	4.95129	5.42505	5.46534
1766940_at	c1884	4.37147	4.4954	4.25857	4.31656	4.49404	4.22117	4.19969	4.34402	4.37431	4.49679	4.09393	4.36281	4.64367	4.64077	4.73079	3.9471	4.04968	4.52784
1760231_at	c1885	3.8226	4.1578	3.86746	4.02013	4.22853	3.92093	3.83587	3.88889	3.9522	3.92128	4.04619	4.25396	4.10248	4.26465	3.71366	3.43865	3.9522	3.91157
1764147_at	c1886	4.26688	4.18665	4.55208	4.62053	4.06146	4.15197	4.37487	4.66156	4.57561	3.90822	4.35339	4.38252	4.70807	4.59062	5.00813	3.64129	4.28461	4.6568
1767814_at	c1887	4.29627	3.88853	4.28002	3.78163	3.68515	3.84927	3.88399	3.75629	4.09799	3.85757	3.63179	3.81363	4.34018	3.72625	4.39743	3.79134	3.96918	3.83267
1763195_at	c1888	4.89167	5.09456	5.04806	5.1119	4.75206	4.86782	4.84639	4.82722	5.07531	4.93919	5.04664	4.71529	5.32339	5.16082	5.56865	4.41967	4.82735	4.82722
1761878_at	c1889	3.82141	3.61199	3.85515	3.85515	3.74327	3.55101	3.93489	4.06196	3.86292	3.91864	3.78772	3.95361	4.2643	4.30262	4.39599	3.82559	3.86292	3.86292
1759457_at	c1890	2.76868	2.71233	2.6566	2.95769	2.84068	2.59875	2.69663	2.58247	2.5552	2.50661	2.5905	2.50165	2.69914	2.93239	2.78573	2.58614	2.86009	2.5184
1762071_at	c1891	2.98308	3.04591	2.85198	3.03078	3.28264	3.43839	2.97632	3.25812	2.84526	3.02288	3.07754	2.99535	3.10957	2.75068	3.1948	2.94659	3.26268	3.15593
1766998_at	c1892	2.54008	2.62026	2.94331	2.68383	2.73448	3.05753	2.7571	2.90643	2.69605	2.91847	2.64619	2.74421	3.10402	2.82114	2.99888	2.70795	2.68932	2.74421
1759300_at	c1893	3.89915	3.89985	3.75827	3.53949	3.7138	3.52106	3.76159	3.57308	3.75827	4.1558	3.82873	3.72251	4.09908	4.1173	4.01669	3.1166	4.02535	3.54873
1760909_s_at	c1905	6.18864	5.58579	5.69057	6.1084	5.86236	5.973	5.87063	6.19373	6.29927	5.90073	5.72883	5.73335	6.77276	6.57826	6.60153	7.2521	6.6846	6.36141
1760247_s_at	c1908	6.18255	6.13933	6.24089	6.12446	6.11747	5.84031	6.02751	6.30702	5.83153	6.07871	6.15321	6.27087	6.0759	6.1763	6.07455	6.03864	6.0759	5.67914
1761651_at	c1910	5.67083	5.58205	5.84721	5.50763	5.36104	5.28564	5.20918	5.30697	5.66889	5.43802	5.47126	5.12369	5.78574	5.89945	6.15526	5.27671	5.37687	5.42583
1763445_s_at	c1914	8.68718	7.53881	7.67326	10.5465	10.536	10.6091	8.99951	7.8968	9.04608	7.49197	7.45049	7.50913	8.7912	7.85898	7.61196	7.02228	7.18196	7.55239
1762411_at	c1915	2.43855	2.59898	2.29739	2.55474	2.48439	2.48439	2.52321	2.64298	2.80259	2.50884	2.61678	2.4617	2.44023	2.44771	2.56764	2.51523	2.71952	2.70457
1768460_s_at	c1918	8.3851	7.76225	7.80791	7.91763	7.84805	7.87285	6.46364	6.53454	6.16538	7.64677	7.48714	7.59743	6.35499	6.38714	6.47727	7.52743	7.65931	7.61667
1764000_s_at	c1919	8.1918	7.7245	7.66362	7.69488	7.80667	7.8177	6.60712	6.80047	6.28862	7.82631	7.4956	7.73379	5.3304	5.90868	5.24969	7.30795	7.48011	7.41986
1768215_s_at	c1929	4.12883	4.18745	4.56867	4.68076	4.85551	4.93785	4.6854	4.82722	4.7663	4.9025	5.59579	5.57206	4.24954	3.95538	4.4641	4.75974	4.75974	4.2683
1761434_s_at	c1934	7.17193	6.55899	7.38797	8.54353	8.75375	8.78841	10.9967	10.5358	10.3755	10.1185	10.8464	10.9969	5.99102	5.74522	5.58575	6.9377	6.85471	6.82102
1764985_s_at	c1935	5.10543	4.89851	4.97075	5.24252	5.0208	5.01779	4.51019	4.5518	4.77259	4.85003	4.8941	4.99599	5.2166	4.96882	5.12809	4.96568	4.85935	5.20236
1763587_s_at	c1936	5.10893	5.02548	5.25935	5.05018	5.02548	4.88656	5.02548	5.05801	5.37876	5.01071	4.92901	5.02548	5.65562	5.07891	5.80861	4.83774	5.23641	4.89784
1760297_at	c1937	4.4819	4.62894	4.5943	4.38102	4.71867	4.23466	4.16031	4.25837	4.21843	4.14352	4.28964	4.10769	4.69533	4.50885	4.98794	4.0819	4.31962	4.32372
1759931_at	c1939	5.58659	5.84594	5.6062	5.55259	5.5716	5.71513	5.4438	5.50435	5.59544	5.68571	5.46209	5.49521	6.02628	5.97796	5.75628	5.30947	5.96125	5.76175
1763903_at	c1956	3.78932	3.62541	3.83295	3.65482	3.59681	3.55862	3.69687	3.28264	3.5405	3.67963	3.35183	3.27118	3.73819	4.35346	3.75246	3.42925	3.53297	3.74746
1763258_at	c1957	3.57621	3.76225	3.78635	3.48383	3.63861	3.30408	3.55331	3.71826	3.91781	3.77513	3.60221	3.62041	4.11785	4.30913	4.1931	3.29439	3.63302	3.76928
1763877_at	c1958	4.5189	4.4289	4.45866	4.41234	4.26167	4.27092	4.39803	4.03108	4.81041	4.56298	4.27804	4.46624	4.80819	4.84291	5.16331	3.96905	4.10648	4.42169
1767301_at	c1959	3.42876	3.42876	3.5016	3.3413	3.41691	3.04441	3.57147	3.31162	3.54617	3.42876	3.19578	3.45889	3.55686	4.0109	3.73864	3.38039	3.24232	3.3872
1761132_at	c1960	3.53133	3.68143	3.672	3.83118	3.50367	3.33135	3.69687	3.54589	3.49141	3.68446	3.70876	3.52457	3.96991	4.21247	4.27184	3.60161	3.67982	3.80024
1762998_s_at	c1968	7.43918	7.21148	7.24686	7.2603	7.31186	7.37112	7.48219	7.617	7.8322	7.95857	7.92135	7.77609	6.79725	6.93495	6.92859	7.46302	7.0706	7.39909
1766041_s_at	c1980	4.95368	4.77698	4.17874	4.78476	4.73915	4.65102	5.21887	5.18438	5.12952	4.71815	4.60629	5.12298	5.33641	5.05288	4.71794	5.53723	5.17078	5.09003
1759761_s_at	c1990	10.0319	10.2551	9.93731	9.90786	9.95417	9.96448	11.0324	10.9732	10.865	10.4168	10.6541	10.6699	8.68654	8.62606	8.27874	10.7742	10.6888	10.5672
1760762_s_at	c2019	10.4271	10.1443	10.9064	10.9041	11.0002	11.163	10.9082	10.8929	10.7453	10.7013	10.9498	11.0142	9.00269	9.19565	9.01148	8.9172	8.74819	8.76333
1766652_s_at	c2020	10.8455	10.7774	11.2949	11.3537	11.4017	11.5861	10.8989	10.2348	10.6191	10.9858	11.2461	11.1891	9.85485	9.88456	9.69645	9.40615	9.53823	9.45082
1765995_s_at	c2021	11.3366	11.3436	11.6191	11.6247	11.6276	11.7618	9.0963	9.50022	8.92087	10.976	10.863	10.8384	10.5592	10.5374	10.3374	10.7243	10.8919	10.7887
1762187_s_at	c2023	11.0385	11.0597	11.0918	11.2142	11.2213	11.2684	8.20962	8.67147	8.14961	10.1984	10.0145	10.0718	10.16	10.1714	9.80234	11.1254	11.0496	10.9973
1768203_s_at	c2041	3.77768	3.81741	3.86429	3.82768	4.05895	3.79187	4.08148	4.14779	4.241	3.94143	4.05398	4.24808	4.594	3.99901	4.50155	4.32633	4.05083	3.91731
1760587_s_at	c2046	8.01563	7.44825	7.75835	7.79907	7.80933	7.51519	7.87751	7.93575	7.7261	7.64208	7.64227	7.47729	8.33748	8.35777	8.60943	8.45403	8.21479	8.31294
1766854_s_at	c2047	9.21398	8.95984	9.14232	9.03487	9.14114	9.21202	8.58526	9.15482	8.58816	9.00878	9.077	9.03095	8.94287	8.95529	8.9355	9.27842	9.07381	9.19028
1768047_s_at	c2059	12.4158	12.8336	12.6577	12.7261	12.5904	12.7539	13.5193	13.2331	13.3781	13.2691	13.3171	13.2035	12.2755	12.3007	12.1878	12.4864	12.7568	12.6665
1766688_s_at	c2063	5.18321	5.42433	5.3967	5.14797	5.40006	5.47227	5.70669	5.8918	6.05765	5.44526	5.52801	5.77465	5.70504	5.29357	5.91821	5.67105	5.04088	5.21543
1765940_s_at	c2065	7.0998	6.88342	7.04753	6.61399	6.83966	6.82694	7.03885	6.99461	6.75436	6.91423	7.10813	7.09559	5.762	6.18468	6.12613	6.92269	7.00015	6.76609
1760450_s_at	c2068	6.45355	6.41023	5.92442	5.52702	5.8985	5.79142	7.00854	7.33583	6.98722	7.03717	6.76835	6.8516	7.04942	6.69982	6.36998	9.48652	9.30368	9.2616
1763953_x_at	c2070	4.15399	4.05866	4.32514	4.35978	4.64074	4.63356	3.72461	3.98097	4.08384	4.21524	3.93429	4.71095	3.64739	3.87667	3.63955	4.18993	3.70824	4.25178
1761535_at	c2075	5.4117	5.46768	5.3827	5.53441	5.15645	5.05539	4.89659	4.59754	5.0188	4.95785	4.99278	4.97491	5.1993	5.2766	5.61134	4.85761	4.69795	5.02472
1763844_s_at	c2092	4.50417	3.96351	4.40656	4.37343	4.40518	4.70236	5.57097	5.43124	5.28921	4.79812	5.16902	5.23939	3.49428	3.50794	3.68179	5.51624	4.10528	4.51523
1763386_s_at	c2108	9.11575	9.02033	9.41621	9.47344	9.60334	9.58435	8.59972	8.7176	8.47876	9.07116	9.16962	9.28701	8.17017	8.23484	7.55318	8.79058	8.97979	8.99451
1768330_s_at	c2114	10.453	10.0588	10.1741	10.2795	10.025	9.69118	10.8857	11.2682	9.55561	10.4639	10.5391	10.4839	10.5051	10.66	10.5336	10.2056	11.057	10.4735
1761566_at	c2117	3.04128	2.78176	2.8348	2.98102	3.11235	3.1852	3.09311	3.12407	2.82739	2.99403	2.9171	2.83048	3.05631	3.01195	2.78281	2.81683	3.04316	3.22023
1767771_s_at	c2118	3.14866	2.8174	3.00584	3.00508	3.17595	3.29478	3.29189	3.24017	3.10538	3.22399	3.18714	2.94472	2.94853	2.94268	3.0094	4.30552	3.54257	3.62173
1763077_x_at	c2119	3.25544	3.06776	2.97631	3.28506	3.13999	3.09541	2.95883	2.99122	2.9549	3.22553	3.18289	3.17945	3.13999	3.0524	3.18134	3.03559	3.12967	3.08495
1759900_s_at	c2122	6.30553	6.18742	6.53792	6.32798	6.18681	6.31171	7.8677	8.44357	7.57178	7.26954	7.29269	7.10682	6.92473	6.85423	6.63962	7.35011	7.21133	7.1315
1760530_s_at	c2129	9.50562	9.73358	9.87263	10.0069	9.91778	10.3204	10.4229	10.2967	10.1638	10.0031	10.3039	10.3141	8.59386	8.27356	8.39449	9.37238	9.43009	9.42887
1762910_s_at	c2130	7.53676	6.95478	7.24676	7.57412	7.54407	7.44791	7.94925	7.85017	7.38025	7.34674	7.18718	7.27161	8.27784	8.1975	8.12916	8.55163	8.30676	8.22146
1766996_s_at	c2142	8.1746	8.1503	8.04725	9.11291	8.95024	8.69912	9.18612	9.4527	8.311	8.55265	8.50905	8.36885	8.30274	8.29619	8.11459	8.6159	8.48482	8.23433
1768201_at	c2145	5.77375	6.04684	5.69209	5.87381	5.65167	5.73192	5.46246	5.67473	5.61415	5.68639	5.68591	5.47946	6.49368	6.3704	6.71594	5.44669	5.50829	5.73192
1760622_s_at	c2147	7.76667	7.35516	7.25254	7.59957	7.53506	7.5681	8.40812	8.60582	8.83926	9.41712	9.19957	9.29112	7.97412	8.38436	8.62192	7.02251	7.12631	7.39909
1767010_s_at	c2149	7.80539	8.0405	8.33303	8.30421	8.31482	8.55051	10.1403	9.75235	9.89899	9.04207	9.32001	9.34882	7.37908	7.08271	6.95308	7.38499	7.69104	7.58263
1766201_at	c2155	4.5129	4.82129	4.71955	4.57979	4.59935	4.74956	4.58936	4.70472	5.17484	4.96375	5.07155	4.72937	4.42858	4.49543	4.83017	4.33302	4.62358	4.30971
1760313_at	c2158	4.15197	4.19851	4.08919	4.09621	4.5766	4.24689	3.92578	4.02825	4.02825	4.08919	4.46824	4.02825	4.14624	4.26789	4.5798	3.99416	4.15531	4.06018
1765991_s_at	c2160	9.13999	8.93433	9.21084	9.32631	9.43382	9.3122	9.10492	9.13413	8.87308	9.38086	9.46416	9.23115	7.45275	7.59601	7.46024	8.54008	8.5468	8.54082
1767830_at	c2163	4.50002	4.30677	4.33484	4.43479	4.47672	4.33147	4.08281	4.09529	4.33893	4.43928	4.22654	4.41889	4.78668	5.00765	5.06078	4.37564	4.63285	4.40779
1763811_at	c2165	4.44706	4.28631	4.42833	4.4475	4.32419	4.47692	4.42442	4.1917	4.22122	4.33993	4.19524	3.952	4.81802	4.87899	4.72565	4.17576	4.23902	4.37733
1759596_s_at	c2169	5.19498	5.37785	4.8197	5.32046	5.48019	5.30627	5.25316	5.26501	5.25013	5.68639	5.73207	6.05358	4.18312	4.40983	4.04075	4.80548	4.75876	5.11988
1769000_s_at	c2180	7.31669	7.02293	7.11514	6.83773	6.89758	6.68551	7.97225	8.16991	7.98927	7.34097	7.02645	7.23248	6.60755	6.78186	6.91875	7.68764	7.40998	7.53584
1761463_s_at	c2193	5.69758	5.44361	4.96408	5.24543	5.73994	5.20655	6.92163	6.83112	6.72674	5.97686	6.20558	6.10049	4.96698	5.45937	5.45944	5.65743	5.43729	5.5168
1762869_s_at	c2201	6.29238	6.33449	6.67686	6.70046	6.8723	6.86316	7.36052	7.61172	8.00002	8.28794	8.05173	8.0806	5.80549	4.78554	5.11026	7.06188	6.44559	6.41904
1766937_s_at	c2203	4.99115	5.10957	5.3091	5.26022	5.41835	5.19307	5.78871	6.1459	5.72245	5.60022	6.07751	6.03417	4.99825	5.04532	5.37639	6.36592	5.35449	5.2656
1763244_s_at	c2206	6.30619	6.41023	6.68213	6.33849	6.13581	6.23779	6.45657	6.96158	6.21045	6.24887	6.28511	6.20598	6.62544	6.6612	6.59569	7.27579	7.55354	7.36941
1769210_s_at	c2207	5.11757	5.42551	5.0188	5.10662	4.93984	4.79323	5.42567	5.14219	5.25374	4.88248	4.96456	4.95507	5.23344	5.50718	5.75802	4.43065	5.21302	5.01238
1763253_at	c2212	4.78642	4.92678	4.88498	4.61558	4.59364	4.57703	4.85314	4.67767	4.39126	4.87355	5.00841	4.96564	5.0954	5.39321	5.15328	4.19031	4.01265	3.99735
1768529_s_at	c2215	7.57951	7.2042	7.7678	7.56586	7.54014	7.46397	9.01294	8.62076	7.96602	7.88117	7.94167	8.10028	7.35008	7.1332	7.91355	7.52992	7.31848	7.3485
1767268_x_at	c2220	6.589	6.07171	6.30391	6.59735	6.13265	6.52753	8.11718	8.04406	7.87054	6.891	7.45134	7.58643	6.36845	6.31916	6.38775	6.07448	6.51624	6.47773
1759213_s_at	c2225	9.10675	8.53381	8.30413	8.66971	8.80469	8.29188	10.6942	11.2918	9.99017	9.72955	9.87961	9.68782	10.4721	10.6013	10.5098	11.5015	10.927	10.6806
1761317_s_at	c2230	8.53557	9.2537	9.08713	9.29143	9.26679	8.92878	7.41006	8.13506	6.6023	9.04142	8.91739	8.57712	7.73627	8.12055	7.83156	7.69989	8.80738	8.31747
1759136_s_at	c2236	11.4891	11.8717	11.7749	11.9075	11.875	11.9321	12.2122	12.1901	12.2158	11.9547	11.9063	11.9142	11.175	11.0864	10.9531	11.8604	11.7666	11.8771
1760807_s_at	c2241	12.0023	11.7971	12.0805	11.9398	11.9853	11.8732	11.2423	11.3368	11.2146	11.9972	12.034	12.0305	10.3864	10.3268	9.79125	10.8165	11.051	11.0224
